"MacPherson Road PO [Weighing Scale] ","SAM","70 MacPherson Road","1.32839","103.87138","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Mail Boxes Express","SAM","Beauty World Centre 144 Bukit Timah Road #04-16/17","1.31118","103.84348","","830","2300","830","2300","830","2300","830","2300","830","2300","830","2300","830","2300","830","2300","",""
"Marine Parade Centre","SAM","1 Marine Parade Central [near McDonalds]","1.30189","103.906","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Marine Parade PO - 2","SAM","Blk 86 Marine Parade Central #01-670","1.30173","103.90674","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Marsiling Lane Blk 19","SAM","Blk 19 Marsiling Lane [near #01-315]","1.44362","103.77739","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Marsiling MRT Station ","SAM","71 Woodlands Avenue 3 Level 1, Concourse Area","1.43263","103.77405","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Millenia Walk","SAM","9 Raffles Boulevard Level 2 Corridor to Koufu Foodcourt [opposite MHMS Money Changer]","1.29297","103.85934","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Ministry of Education","SAM","1 North Buona Vista Drive (passageway to Office Tower beside POSB ATM)","1.3051","103.79087","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Nanyang Polytechnic (Ang Mo Kio Campus) ","SAM","180 Ang Mo Kio Avenue 8 Blk A Level 2, Auto Lobby","1.37861","103.84983","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"National Institute of Education (NIE)","SAM","Blk 4 Canteen Nanyang Crescent","1.35137","103.68187","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"National University Hospital","SAM","5 Lower Kent Ridge Road Level [Auto Lobby - main building]","1.29441","103.78188","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"New Upper Changi Road Blk 59","SAM","Blk 59 New Upper Changi Road [near letter boxes]","1.32446","103.94067","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"nex @ Serangoon Central","SAM","23 Serangoon Central #B1-K7 nex","1.35075","103.8728","","1030","2230","1030","2230","1030","2230","1030","2230","1030","2230","1030","2230","1030","2230","1030","2230","",""
"Ngee Ann Poytechnic ","SAM","535 Clementi Road Blk 1, Atrium","1.33315","103.77489","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Novena MRT Station ","SAM","250 Thomson Road Concourse Level","1.32046","103.84384","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Novena PO","SAM","55 Newton Road #01-02 Revenue House","1.31911","103.8422","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"NTU - 1 ","SAM","50 Nanyang Avenue [near entrance of Canteen B]","1.34463","103.68176","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"NTU - 2","SAM","50 Nanyang Avenue Main North Spine Level 1 [near Canteen A]","1.34463","103.68176","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"NUS, Bukit Timah Campus","SAM","Student Hub Blk B 469 Bukit Timah Road","1.31595","103.8177","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Orchard MRT Station","SAM","437 Orchard Road,Level 1 [near phone booth]","1.30447","103.83245","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Orchard PO","SAM","2 Orchard Turn #B2-62 ION Orchard","1.30425","103.83217","","930","2300","930","2300","930","2300","930","2300","930","2300","930","2300","930","2300","930","2300","",""
"Outram MRT Station ","SAM","10 Outram Road [Basement, near POSB]","1.28136","103.83917","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Outram NEL Station ","SAM","300 Eu Tong Sen Street Concourse Level, Basement 3","1.27974","103.83951","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Parc Oasis","SAM","55 Jurong East Ave 1 Clubhouse","1.34333","103.7332","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris Central PO","SAM","1 Pasir Ris Central Street 3 #04-13 White Sands","1.37244","103.94986","","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","",""
"Pasir Ris Drive 6 Blk 444","SAM","Blk 444 Pasir Ris Drive 6 [outside coffee shop]","1.37","103.95749","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris Loyang Point","SAM","Blk 258 Pasir Ris Street 21 Loyang Point [side entrance to Sheng Siong]","1.3664","103.96458","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris MRT Station","SAM","10 Pasir Ris Central [facing POSB ATM at passageway beside White Sand Shopping Ctr]","1.3664","103.96458","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris West Plaza","SAM","Blk 735 Pasir Ris Street 71 [near #01-306 / UOB ATM]","1.37606","103.93646","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris-Punggol Compassvale","SAM","Blk 248 Compassvale Road [Near #01-618]","1.39199","103.89857","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pasir Ris-Punggol Town Council (Pasir Ris Office)","SAM","Pasir Ris Office Blk 577 Pasir Ris Street 53 #01-88","1.37348","103.94704","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"People's Park Complex","SAM","1 Park Road (outside #01-83)","1.28413","103.84259","","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","",""
"Pioneer Mall","SAM","Blk 638/638A Jurong West Street 61 Pioneer Mall [near #01-04]","1.34168","103.69718","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pioneer Mall - 2","SAM","Blk 638/638A Jurong West Street 61 Pioneer Mall [wallspace outside Koufu Food Court]","1.34168","103.69718","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Pioneer Road Post Office","SAM","51 Soon Lee Road , Unit 01/13/14/15, SCAL Recreation Centre","1.33194","103.69893","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Potong Pasir NEL Station ","SAM","55 Upper Serangoon Road Concourse Level, Basement 1","1.33124","103.86904","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Punggol Drive Blk 639","SAM","Blk 639 Punggol Drive [passageway outside #01-K2]","1.39943","103.91628","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Punggol Field Blk 110A","SAM","Blk 110A Punggol Field [passageway outside Prime Supermarket]","1.39604","103.90915","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Punggol Field Blk 198","SAM","Blk 198 Punggol Field [passageway facing Econ Minimart,near POSBank ATM]","1.39939","103.90649","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Punggol NEL Station","SAM","70 Punggol Central Concourse Level, Ground Floor","1.40489","103.90234","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Punggol Plaza","SAM","Blk 168 Punggol Field Punggol Plaza [main entrance, near Hang Ten #01-05]","1.39426","103.91304","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Queenstown MRT Station","SAM","301 Commonwealth Avenue Concourse Level [next to 7-eleven]","1.29419","103.8061","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Queensway Shopping Centre","SAM","1 Queensway, Queensway Shopping Centre [Ground Floor Podium Block]","1.28762","103.80339","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Raffles Place MRT Station ","SAM","5 Raffles Place Concourse Level [near escalator leading to Exit B]","1.28393","103.85146","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Redhill MRT Station","SAM","920 Tiong Bahru Road Level 1 [next to staircase entrance]","1.28993","103.81685","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Regent Heights [SAMplus/Posting Box/Smart Locker]","SAM","54 Bukit Batok East Ave 5#01-01","1.35282","103.75643","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Republic Polytechnic","SAM","9 Woodlands Avenue 9 Republic Polytechnic Centre","1.44566","103.78415","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Rivervale Mall ","SAM","11 Rivervale Crescent, Rivervale Mall Level 2 [@ Escalator]","1.39211","103.90392","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Rivervale Plaza","SAM","Blk 118 Rivervale Drive , Rivervale Plaza [near #01-07] Facing NTUC Fairprice Entrance","1.38555","103.90196","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Rivervale Plaza-2","SAM","Blk 118 Rivervale Drive , Rivervale Plaza [near #01-07] Facing NTUC Fairprice Entrance","1.38555","103.90196","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Robinson Road PO","SAM","79 Robinson Road #01-06 CPF Building","1.27725","103.84801","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Rochor PO","SAM","Blk 1 Rochor Road #01-560","1.30207","103.85504","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sanctuary Greens [SAMplus/Posting Box/Smart Locker]","SAM","189 Tanjong Rhu Road #01-02","1.2965","103.8712","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang Bus Interchange","SAM","11-A Sembawang Vista","1.44716","103.81987","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang Crescent ","SAM","2 Sembawang Crescent [Outside entrance of Community Club]","1.44497","103.81963","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang HDB Branch Office","SAM","Blk 355A Sembawang Way [Level 1, Outside Lift lobby]","1.44962","103.8189","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang Mart","SAM","Blk 511 Canberra Road Level 1 [next to escalator]","1.4535","103.81949","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang MRT Station - 1 [Weighing Scale]","SAM","11 Canberra Road [behind unit #01-04 facing Sun Plaza]","1.44903","103.82014","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang MRT Station - 2","SAM","11 Canberra Road [behind unit #01-04 facing Sun Plaza]","1.44903","103.82014","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sembawang Shopping Centre","SAM","604 Sembawang Road [Basement 1, Lift Lobby]","1.44144","103.82487","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Sengkang Central PO ","SAM","2 Sengkang Square #03-01 Sengkang Community Hub","1.39274","103.89426","","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","",""
"Sengkang NEL Station - 1 ","SAM","5 Sengkang Square Concourse Level, Ground Floor","1.39161","103.89544","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sengkang NEL Station - 2 ","SAM","5 Sengkang Square Concourse Level, Ground Floor","1.39161","103.89544","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sentosa Cove [SAMplus/Posting Box/Smart Locker]","SAM","1 Cove Avenue Sentosa Cove Arrival Plaza, #02-K3","1.24694","103.83999","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Serangoon Central Drive, Blk 266 ","SAM","Blk 266 Serangoon Central Drive, [outside Shop N Save]","1.35323","103.87147","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Serangoon Central PO [Weighing Scale]","SAM","Blk 261 Serangoon Central Drive#01-05/07","1.35394","103.87235","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Serangoon Garden PO","SAM","54 Serangoon Garden Way Singapore 550261","1.36385","103.86672","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Serangoon NEL Station","SAM","600 Upper Serangoon Road Concourse Level, Basement 1","1.34932","103.87351","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Serangoon North - 2","SAM","Blk 153 Serangoon North Avenue 1 [near POSB ATM, #01-536]","1.36995","103.87231","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Serangoon North -1 ","SAM","Blk 153 Serangoon North Avenue 1 [near POSB ATM, #01-536]","1.36995","103.87231","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Siglap PO","SAM","10 Palm Avenue","1.31343","103.93002","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Simei MRT Station ","SAM","30 Simei Street 3 Concourse Level","1.33179","103.94777","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Simpang Bedok PO","SAM","350 Bedok Road","1.33182","103.94777","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"SIMS Drive HDB Branch Office","SAM","Blk 61, Sims Drive #01-130 [outside office]","1.31676","103.87885","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Singapore General Hospital","SAM","1 Hospital Drive Blk 4 Singapore General Hospital [outside Admission Office]","1.2799","103.83504","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Singapore Institute of Management (SIM)","SAM","461 Clementi Road [outside Library]","1.32901","103.77719","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Singapore Management University","SAM","60 Stamford Road School of Accountancy [Basement Concourse]","1.29573","103.84973","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Singapore Polytechnic","SAM","500 Dover Road T19 Atrium [Beside SP E-Finance Machine]
","1.30942","103.77961","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Singapore Post Centre PO - 1 [SAMplus / Posting Box / Smart Locker]","SAM","10 Eunos Road 8 Basement 2","1.31894","103.89458","","600","1200","600","1200","600","1200","600","1200","600","1200","600","1200","600","1200","600","1200","",""
"Singapore Post Centre PO - 2","SAM","10 Eunos Road 8 #01-02 Singapore Post Centre","1.31894","103.89458","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Sun Plaza","SAM","30 Sembawang Drive, Level 3 [near escalator / POSBank ATM]","1.4482","103.8195","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Sun Plaza PO","SAM","30 Sembawang Drive B1-07 Sun Plaza","1.44842","103.81907","","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","",""
"Sunshine Place","SAM","475 Choa Chu Kang Avenue 3 [behind Information Counter]","1.3779","103.73902","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Suntec City PO","SAM","3 Temasek Boulevard #03-001/003 Suntec City Mall","1.29469","103.85741","","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","930","2200","",""
"Taman Jurong Shopping Centre","SAM","Blk 399 Yung Seng Road Taman Jurong Shopping Centre [outside NTUC]","1.33452","103.72058","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Avenue 4","SAM","Blk 811 Tampines Avenue 4 [Void Deck, near public phone]","1.34656","103.93734","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Central Community Complex","SAM","Blk 866A Tampines St 83, (Level 1, At Entrance glass panel)","1.35539","103.93443","","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","800","2200","",""
"Tampines Central PO - 1 [Weighing Scale]","SAM","1 Tampines Central 5 #01-03 CPF Tampines Building","1.35315","103.9435","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Central PO - 2","SAM","1 Tampines Central 5 #01-03 CPF Tampines Building","1.35315","103.9435","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines HDB Branch Office","SAM","Blk 510 Tampines Central 1 #01-250","1.3548","103.94446","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Mart-2","SAM","7 Tampines Street 32 [Level 1, near escalator / Guardian Pharmacy]","1.3545","103.95954","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines MRT Station - 1 ","SAM","20 Tampines Central Level 1 (facing Tampines Mall]","1.35313","103.94524","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines MRT Station-2","SAM","20 Tampines Central Level 1 (facing Tampines Mall]","1.35313","103.94524","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines South Street 11 Blk 138 ","SAM","Blk 138 Tampines Street 11 [near #01-148]","1.34528","103.94534","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Street 21 Blk 201D","SAM","Blk 201D Tampines Street 21","1.35226","103.9536","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Street 44 Blk 479","SAM","Blk 479 Tampines Street 44 [Void Deck]","1.36144","103.95357","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tampines Street 81 Blk 829","SAM","Blk 829 Tampines Street 81 [outside #01-280 / adjacent to UOB ATM]","1.34946","103.9346","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tan Tock Seng Hospital","SAM","11 Jalan Tan Tock Seng Level 1, next to DBS ATM","1.3197","103.85127","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tanglin Halt","SAM","Blk 88 Tanglin Halt Road (Outside Food Court)","1.30188","103.79816","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tanglin PO","SAM","56 Tanglin Road #01-01","1.30556","103.82277","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tanjong Pagar MRT Station ","SAM","120 Maxwell Road [auto lobby at Basement 1]","1.2766","103.84596","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Tanjong Pagar PO [Weighing Scale]","SAM","Blk 1 Tanjong Pagar Plaza #01-25","1.27484","103.84271","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Teban Garden PO","SAM","Blk 38 Teban Garden Road #01-316","1.32105","103.74298","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Teck Whye Lane Blk 140","SAM","Teck Whye Lane Blk 140 [next to POSBank ATM]","1.38003","103.75328","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"The Cathay","SAM","2 Handy Road [Level 1, outside ticketing box office]","1.29945","103.8477","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"The Chevron [SAMplus/Posting Box/Smart Locker] ","SAM","48 Boon Lay Way Ground Floor [entrance of cafeteria]","1.33085","103.74868","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Thomson Plaza","SAM","301 Upper Thomson Road [Level 1 next to DBS Bank]","1.35465","103.83095","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Thomson Road PO [Weighing Scale]","SAM","246T Upper Thomson Road","1.35437","103.83399","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tiong Bahru Plaza","SAM","302 Tiong Bahru Road,  Level 1 [outside wall space of The Soup Spoon] Central Plaza","1.28615","103.82734","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Tiong Bahru PO","SAM","Blk 28 Tiong Bahru Road #01-141/147","1.28558","103.83037","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh Central Blk 178","SAM","Blk 178 Toa Payoh Central [near #01-198]","1.3336","103.84884","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh Central PO - 1","SAM","520 Lorong 6 Toa Payoh #02-55 HDB Hub (Biz Two)","1.33198","103.84721","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh Central PO - 2","SAM","520 Lorong 6 Toa Payoh #02-55 HDB Hub (Biz Two)","1.33198","103.84721","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh HDB Branch Office","SAM","Blk 190 Lorong 6 Toa Payoh Level 1 (outside lift lobby)","1.33298","103.84876","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh MRT Station ","SAM","510 Lorong 6 Toa Payoh [Concourse level next to POSB ATM]","1.3327","103.84764","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh North PO ","SAM","Blk 203 Toa Payoh North #01-1117/1119","1.34208","103.8493","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toa Payoh Public Library","SAM","6, Toa Payoh Central [Level 1 outside Library]","1.33356","103.85045","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Toh Guan Dormitory","SAM","19A Toh Guan Road East #01-73","1.33827","103.75319","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Towner PO ","SAM","Blk 101 Towner Road #01-204/206","1.3188","103.86068","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Traffic Police (Ubi)","SAM","10 Ubi Avenue 3 [Ground Floor, near Reception]","1.33017","103.89065","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Ubi Avenue 1 Blk 306","SAM","Blk 306 Ubi Avenue 1 [outside #01-185]","1.33001","103.90196","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Upper Aljunied Lane Blk 1","SAM","Blk 1 Upper Aljunied Lane [outside #01-1]","1.33435","103.87855","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Valley Park [SAMplus/Posting Box/Smart Locker]","SAM","475 River Valley Road #01-01","1.2932","103.82859","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Vista Point-1","SAM","Blk 548 Woodlands Drive 44 Vista Point Shopping Centre [near escalator]","1.43047","103.79358","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Vista Point-2","SAM","Blk 548 Woodlands Drive 44, Vista Point Shopping Centre [near escalator, outside Cheers]","1.43047","103.79358","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Vivo City, Giants","SAM","1 HarbourFront Walk #01-23 [Inside Giant, facing payment counter]","1.2655","103.82154","","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","1000","2200","",""
"Whampoa Drive","SAM","Blk 74, Whampoa Drive Between #01-326 & #01-328","1.32509","103.85816","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Woodlands Central PO - 2","SAM","900 South Woodlands Drive #03-05/06 Woodlands Civic Centre","1.43527","103.7867","","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","",""
"Woodlands HDB Branch Office","SAM","900 South Woodlands Drive Woodlands Civic Centre Level 3","1.43539","103.78665","","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","830","2200","",""
"Woodlands Mart","SAM","Blk 768 Woodlands Avenue 6 [outside #01-15]","1.44604","103.79845","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Woodlands North Plaza","SAM","Blk 883 Woodlands Street 82 [outside 4-D outlet]","1.44285","103.79083","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Woodlands Regional Int'chge","SAM","30 Woodlands Ave 2","1.43692","103.78655","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Woodlands Street 31 Blk 303","SAM","Blk 303 Woodlands Street 31 (near POSB)","1.43123","103.77404","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Woodlands Town Centre ","SAM","Blk 5A Woodlands Centre Road [near POSB ATM]","1.44142","103.76966","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yew Tee MRT Station - 1 [Weighing Scale]","SAM","61 Choa Chu Kang Drive","1.39757","103.74739","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yew Tee MRT Station - 2","SAM","61 Choa Chu Kang Drive","1.39757","103.74739","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Avenue Blk 102 - 1","SAM","Blk 102 Yishun Avenue 5 [outside 7-Eleven]","1.43062","103.82876","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Avenue Blk 102 - 2","SAM","Blk 102 Yishun Avenue 5 [outside 7-Eleven]","1.43062","103.82876","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Avenue 5 Blk 743","SAM","Blk 743 Yishun Avenue 5 #01-546 [outside Cheers]","1.43002","103.83389","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Bus Interchange","SAM","922 Yishun Ave 2","1.4279","103.83636","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Central PO - 1 [Weighing Scale]","SAM","Yishun 10 Multiplex 51 Yishun Central #01-09","1.42995","103.83647","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Central PO - 2","SAM","Yishun 10 Multiplex 51 Yishun Central #01-09","1.42995","103.83647","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun MRT Station - 1 [Weighing Scale]","SAM","301 Yishun Avenue 2 [near to toilet]","1.42951","103.83515","","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","630","2330","",""
"Yishun MRT Station - 2","SAM","301 Yishun Avenue 2 [near to Toilet]","1.42951","103.83515","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Ring Road Blk 413","SAM","Blk 413 Yishun Ring Road [outside 7-Eleven / facing bus stop]","1.42516","103.84652","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Yishun Street 22 Blk 291","SAM","Blk 291 Yishun Street 22 [outside #01-349]","1.43576","103.83673","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"NUS – Yusof Ishak House","SAM","31 Lower Kent Ridge Level 2 [Near Food Court] Yusof Ishak House
","1.29822","103.77449","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Telok Blangah Crescent","SAM","Blk 10 Telok Blangah Crescent [next to coffeeshop]
","1.27785","103.81977","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
"Fusionopolis","SAM","Connexis Basement 2","48.89364","2.33739","","800","2300","800","2300","800","2300","800","2300","800","2300","800","2300","800","2300","800","2300","",""
"Marina Bay Link Mall","SAM","8A Marina Boulevard #B2-K6 [near #B2-79/80] Marina Bay Link Mall","1.28048","103.85355","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","",""
